Source,BGC,SS_NoSpace,Edatopic,Special,Codes,New Zone,New SS,NewBGCSS,Action,Based on:,Date_Updated
USA_2019,GBDdw_UT,GBDdw_UT/Gg,D1,NA,NA,GBDdw_UT,Gg,GBDdw_UT/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDdw_UT,GBDdw_UT/Gg,D2,NA,NA,GBDdw_UT,Gg,GBDdw_UT/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDdw_UT,GBDdw_UT/Gg,D3,NA,NA,GBDdw_UT,Gg,GBDdw_UT/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDdw_UT,GBDdw_UT/Gg,D4,NA,NA,GBDdw_UT,Gg,GBDdw_UT/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/110,B5,NA,NA,GBDxh_NV,110,GBDxh_NV/110,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/110,C5,NA,NA,GBDxh_NV,110,GBDxh_NV/110,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/110,D5,NA,NA,GBDxh_NV,110,GBDxh_NV/110,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/110,E5,NA,NA,GBDxh_NV,110,GBDxh_NV/110,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/111,B6,NA,NA,GBDxh_NV,111,GBDxh_NV/111,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/111,C6,NA,NA,GBDxh_NV,111,GBDxh_NV/111,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/111,D6,NA,NA,GBDxh_NV,111,GBDxh_NV/111,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/111,E6,NA,NA,GBDxh_NV,111,GBDxh_NV/111,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/Gg,A1,NA,NA,GBDxh_NV,Gg,GBDxh_NV/Gg,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/Gg,A2,NA,NA,GBDxh_NV,Gg,GBDxh_NV/Gg,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/Gg,B1,NA,NA,GBDxh_NV,Gg,GBDxh_NV/Gg,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/Gg,B2,NA,NA,GBDxh_NV,Gg,GBDxh_NV/Gg,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/Gg,C1,NA,NA,GBDxh_NV,Gg,GBDxh_NV/Gg,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/Gg,C2,NA,NA,GBDxh_NV,Gg,GBDxh_NV/Gg,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/Gg,D1,NA,NA,GBDxh_NV,Gg,GBDxh_NV/Gg,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/Gg,D2,NA,NA,GBDxh_NV,Gg,GBDxh_NV/Gg,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/Gs,B3,NA,NA,GBDxh_NV,Gs,GBDxh_NV/Gs,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/Gs,B4,NA,NA,GBDxh_NV,Gs,GBDxh_NV/Gs,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/Gs,C3,NA,NA,GBDxh_NV,Gs,GBDxh_NV/Gs,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/Gs,C4,NA,NA,GBDxh_NV,Gs,GBDxh_NV/Gs,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/Gs,D3,NA,NA,GBDxh_NV,Gs,GBDxh_NV/Gs,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxh_NV,GBDxh_NV/Gs,D4,NA,NA,GBDxh_NV,Gs,GBDxh_NV/Gs,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/110,B5,NA,NA,GBDxx_UT,110,GBDxx_UT/110,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/110,C5,NA,NA,GBDxx_UT,110,GBDxx_UT/110,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/110,D5,NA,NA,GBDxx_UT,110,GBDxx_UT/110,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/110,E5,NA,NA,GBDxx_UT,110,GBDxx_UT/110,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/111,B6,NA,NA,GBDxx_UT,111,GBDxx_UT/111,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/111,C6,NA,NA,GBDxx_UT,111,GBDxx_UT/111,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/111,D6,NA,NA,GBDxx_UT,111,GBDxx_UT/111,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/111,E6,NA,NA,GBDxx_UT,111,GBDxx_UT/111,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/Gg,A1,NA,NA,GBDxx_UT,Gg,GBDxx_UT/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/Gg,A2,NA,NA,GBDxx_UT,Gg,GBDxx_UT/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/Gg,B1,NA,NA,GBDxx_UT,Gg,GBDxx_UT/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/Gg,B2,NA,NA,GBDxx_UT,Gg,GBDxx_UT/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/Gg,C1,NA,NA,GBDxx_UT,Gg,GBDxx_UT/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/Gg,C2,NA,NA,GBDxx_UT,Gg,GBDxx_UT/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/Gg,D1,NA,NA,GBDxx_UT,Gg,GBDxx_UT/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/Gg,D2,NA,NA,GBDxx_UT,Gg,GBDxx_UT/Gg,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/Gs,B3,NA,NA,GBDxx_UT,Gs,GBDxx_UT/Gs,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/Gs,B4,NA,NA,GBDxx_UT,Gs,GBDxx_UT/Gs,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/Gs,C3,NA,NA,GBDxx_UT,Gs,GBDxx_UT/Gs,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/Gs,C4,NA,NA,GBDxx_UT,Gs,GBDxx_UT/Gs,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/Gs,D3,NA,NA,GBDxx_UT,Gs,GBDxx_UT/Gs,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GBDxx_UT,GBDxx_UT/Gs,D4,NA,NA,GBDxx_UT,Gs,GBDxx_UT/Gs,added,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/101,B3,NA,NA,GOun_CO,101,GOun_CO/101,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/101,B4,NA,NA,GOun_CO,101,GOun_CO/101,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/101,C3,NA,NA,GOun_CO,101,GOun_CO/101,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/101,C4,NA,NA,GOun_CO,101,GOun_CO/101,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/101,D3,NA,NA,GOun_CO,101,GOun_CO/101,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/101,D4,NA,NA,GOun_CO,101,GOun_CO/101,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/102,A1,NA,NA,GOun_CO,102,GOun_CO/102,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/102,A2,NA,NA,GOun_CO,102,GOun_CO/102,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/102,B1,NA,NA,GOun_CO,102,GOun_CO/102,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/102,B2,NA,NA,GOun_CO,102,GOun_CO/102,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/102,C1,NA,NA,GOun_CO,102,GOun_CO/102,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/102,C2,NA,NA,GOun_CO,102,GOun_CO/102,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/102,D1,NA,NA,GOun_CO,102,GOun_CO/102,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/102,D2,NA,NA,GOun_CO,102,GOun_CO/102,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/110,B5,NA,NA,GOun_CO,110,GOun_CO/110,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/110,C5,NA,NA,GOun_CO,110,GOun_CO/110,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/110,D5,NA,NA,GOun_CO,110,GOun_CO/110,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/110,E5,NA,NA,GOun_CO,110,GOun_CO/110,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/111,B6,NA,NA,GOun_CO,111,GOun_CO/111,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/111,C6,NA,NA,GOun_CO,111,GOun_CO/111,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/111,D6,NA,NA,GOun_CO,111,GOun_CO/111,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,GOun_CO,GOun_CO/111,E6,NA,NA,GOun_CO,111,GOun_CO/111,,BG_GBC_SGP_MGP_4Nov2019.xlsx,2019-11-26
USA_2019,ICHdh_ID,ICHdh_ID/101,B3,NA,NA,ICHdh_ID,101,ICHdh_ID/101,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/101,B4,NA,NA,ICHdh_ID,101,ICHdh_ID/101,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/101,C3,NA,NA,ICHdh_ID,101,ICHdh_ID/101,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/101,C4,NA,NA,ICHdh_ID,101,ICHdh_ID/101,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/101,D3,NA,NA,ICHdh_ID,101,ICHdh_ID/101,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/101,D4,NA,NA,ICHdh_ID,101,ICHdh_ID/101,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/102,A1,NA,NA,ICHdh_ID,102,ICHdh_ID/102,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/102,B1,NA,NA,ICHdh_ID,102,ICHdh_ID/102,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/102,C1,NA,NA,ICHdh_ID,102,ICHdh_ID/102,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/102,D1,NA,NA,ICHdh_ID,102,ICHdh_ID/102,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/103,A2,NA,NA,ICHdh_ID,103,ICHdh_ID/103,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/103,B2,NA,NA,ICHdh_ID,103,ICHdh_ID/103,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/103,C2,NA,NA,ICHdh_ID,103,ICHdh_ID/103,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/103,D2,NA,NA,ICHdh_ID,103,ICHdh_ID/103,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/110,B5,NA,NA,ICHdh_ID,110,ICHdh_ID/110,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/110,C5,NA,NA,ICHdh_ID,110,ICHdh_ID/110,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/111,B6,NA,NA,ICHdh_ID,111,ICHdh_ID/111,added,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/111,C6,NA,NA,ICHdh_ID,111,ICHdh_ID/111,added,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/112,D5,NA,NA,ICHdh_ID,112,ICHdh_ID/112,added,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/112,E5,NA,NA,ICHdh_ID,112,ICHdh_ID/112,added,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/113,D6,NA,NA,ICHdh_ID,113,ICHdh_ID/113,added,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdh_ID,ICHdh_ID/113,E6,NA,NA,ICHdh_ID,113,ICHdh_ID/113,added,ICH_25Oct2019.xlsx,2019-11-24
BECv10,ICHdk,ICHdk/01,B3,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/01,B4,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/01,C3,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/01,C4,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/01,D3,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/01,D4,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/02,A1,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/02,A2,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/02,B1,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/02,B2,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/02,C1,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/02,C2,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/02,D1,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/02,D2,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/03,A2,Cool aspects/cold air,CA,,,,,,
BECv10,ICHdk,ICHdk/03,A3,Cool aspects/cold air,CA,,,,,,
BECv10,ICHdk,ICHdk/03,B2,Cool aspects/cold air,CA,,,,,,
BECv10,ICHdk,ICHdk/03,B3,Cool aspects/cold air,CA,,,,,,
BECv10,ICHdk,ICHdk/04,B3,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/04,C3,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/04,D3,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/05,C5,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/05,D5,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/05,E5,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/06,C5,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/06,D5,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/06,E5,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/07,B5,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/07,C5,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/08,C5,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/08,C6,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/08,D5,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/08,D6,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/08,E5,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/08,E6,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/08,E7,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/09,B6,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/09,B7,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/09,C6,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/09,C7,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/09,D6,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/09,D7,NA,NA,,,,,,
BECv10,ICHdk,ICHdk/09,E7,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/101,B4,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/101,C3,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/101,C4,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/101,D4,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/102,A1,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/102,A2,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/102,B1,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/102,B2,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/103,B2,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/103,B3,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/103,C2,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/103,C3,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/110,C5,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/110,D4,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/110,D5,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/111,C5,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/111,C6,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/111,D5,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/111,D6,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/112,C6,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/112,C7,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/112,D6,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/112,D7,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/112,E6,NA,NA,,,,,,
BECv10,ICHdm,ICHdm/112,E7,NA,NA,,,,,,
USA_2019,ICHdw_ID,ICHdw_ID/101,B3,NA,NA,ICHdw_ID,101,ICHdw_ID/101,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/101,B4,NA,NA,ICHdw_ID,101,ICHdw_ID/101,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/101,C3,NA,NA,ICHdw_ID,101,ICHdw_ID/101,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/101,C4,NA,NA,ICHdw_ID,101,ICHdw_ID/101,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/101,D3,NA,NA,ICHdw_ID,101,ICHdw_ID/101,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/101,D4,NA,NA,ICHdw_ID,101,ICHdw_ID/101,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/102,A1,NA,NA,ICHdw_ID,102,ICHdw_ID/102,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/102,B1,NA,NA,ICHdw_ID,102,ICHdw_ID/102,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/102,C1,NA,NA,ICHdw_ID,102,ICHdw_ID/102,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/102,D1,NA,NA,ICHdw_ID,102,ICHdw_ID/102,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/103,A2,NA,NA,ICHdw_ID,103,ICHdw_ID/103,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/103,B2,NA,NA,ICHdw_ID,103,ICHdw_ID/103,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/103,C2,NA,NA,ICHdw_ID,103,ICHdw_ID/103,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/103,D2,NA,NA,ICHdw_ID,103,ICHdw_ID/103,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/110,B5,NA,NA,ICHdw_ID,110,ICHdw_ID/110,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/110,C5,NA,NA,ICHdw_ID,110,ICHdw_ID/110,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/111,B6,NA,NA,ICHdw_ID,111,ICHdw_ID/111,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/111,C6,NA,NA,ICHdw_ID,111,ICHdw_ID/111,,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/112,D5,NA,NA,ICHdw_ID,112,ICHdw_ID/112,added,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/112,E5,NA,NA,ICHdw_ID,112,ICHdw_ID/112,added,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/113,D6,NA,NA,ICHdw_ID,113,ICHdw_ID/113,added,ICH_25Oct2019.xlsx,2019-11-24
USA_2019,ICHdw_ID,ICHdw_ID/113,E6,NA,NA,ICHdw_ID,113,ICHdw_ID/113,added,ICH_25Oct2019.xlsx,2019-11-24
BECv10,ICHdw1,ICHdw1/101,B4,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/101,C3,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/101,C4,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/101,D3,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/101,D4,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/102,A1,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/102,A2,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/102,B1,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/102,B2,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/103,B2,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/103,C2,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/103,D2,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/104,B3,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/104,C2,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/104,C3,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/104,D2,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/104,D3,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/110,C5,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/110,D5,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/111,C6,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/111,D5,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/111,D6,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/112,C6,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/112,C7,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/112,D6,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/112,D7,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/113,D6,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/113,D7,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/113,E6,NA,NA,,,,,,
BECv10,ICHdw1,ICHdw1/113,E7,NA,NA,,,,,,
BECv10,ICHdw3,ICHdw3/101,B3,NA,NA,,,,,,
BECv10,ICHdw3,ICHdw3/101,B4,NA,NA,,,,,,
BECv10,ICHdw3,ICHdw3/101,C3,NA,NA,,,,,,
BECv10,ICHdw3,ICHdw3/101,C4,NA,NA,,,,,,
BECv10,ICHdw3,ICHdw3/101,D3,NA,NA,,,,,,
BECv10,ICHdw3,ICHdw3/101,D4,NA,NA,,,,,,
BECv10,ICHdw3,ICHdw3/102,A1,NA,NA,,,,,,
BECv10,ICHdw3,ICHdw3/102,A2,NA,NA,,,,,,
BECv10,ICHdw3,ICHdw3/102,B1,NA,NA,,,,,,
BECv10,ICHdw3,ICHdw3/102,B2,NA,NA,,,,,,
BECv10,ICHdw3,ICHdw3/102,C1,NA,NA,,,,,,
BECv10,ICHdw3,ICHdw3/102,C2,NA,NA,,,,,,
