Source,BGC,SS_NoSpace,Edatopic
BECv10,CWHvh2,CWHvh2/14,C3
BECv10,CWHvh2,CWHvh2/14,C2
BECv10,CWHvh2,CWHvh2/14,C1
BECv10,CWHvh2,CWHvh2/14,C0
BECv10,CWHvh2,CWHvh2/14,B3
BECv10,CWHvh2,CWHvh2/14,B2
BECv10,CWHvh2,CWHvh2/14,B1
BECv10,CWHvh2,CWHvh2/14,B0
BECv10,CWHvh2,CWHvh2/15,D3
BECv10,CWHvh2,CWHvh2/15,D2
BECv10,CWHvh2,CWHvh2/15,D1
BECv10,CWHvh2,CWHvh2/15,D0
BECv10,CWHvh2,CWHvh2/15,C3
BECv10,CWHvh2,CWHvh2/15,C2
BECv10,CWHvh2,CWHvh2/15,C1
BECv10,CWHvh2,CWHvh2/15,C0
BECv10,CWHvh2,CWHvh2/15,B3
BECv10,CWHvh2,CWHvh2/15,B2
BECv10,CWHvh2,CWHvh2/15,B1
BECv10,CWHvh2,CWHvh2/15,B0
BECv10,CWHvh2,CWHvh2/16,D3
BECv10,CWHvh2,CWHvh2/16,D2
BECv10,CWHvh2,CWHvh2/16,D1
BECv10,CWHvh2,CWHvh2/16,D0
BECv10,CWHvh2,CWHvh2/16,C3
BECv10,CWHvh2,CWHvh2/16,C2
BECv10,CWHvh2,CWHvh2/16,C1
BECv10,CWHvh2,CWHvh2/16,C0
BECv10,CWHvh2,CWHvh2/16,B3
BECv10,CWHvh2,CWHvh2/16,B2
BECv10,CWHvh2,CWHvh2/16,B1
BECv10,CWHvh2,CWHvh2/16,B0
BECv10,CWHvh2,CWHvh2/17,E5
BECv10,CWHvh2,CWHvh2/17,E4
BECv10,CWHvh2,CWHvh2/17,D5
BECv10,CWHvh2,CWHvh2/17,D4
BECv10,CWHvh2,CWHvh2/17,C5
BECv10,CWHvh2,CWHvh2/17,C4
BECv10,CWHvh2,CWHvh2/18,E7
BECv10,CWHvh2,CWHvh2/18,E6
BECv10,CWHvh2,CWHvh2/18,D7
BECv10,CWHvh2,CWHvh2/18,D6
BECv10,CWHvh2,CWHvh2/18,C7
BECv10,CWHvh2,CWHvh2/18,C6
BECv10,CWHvh2,CWHvh2/19,E7
BECv10,CWHvh2,CWHvh2/19,E6
BECv10,CWHvh2,CWHvh2/19,D7
BECv10,CWHvh2,CWHvh2/19,D6
BECv10,CWHvh2,CWHvh2/19,C7
BECv10,CWHvh2,CWHvh2/19,C6
BECv10,CWHvh3,CWHvh3/101,C5
BECv10,CWHvh3,CWHvh3/101,C4
BECv10,CWHvh3,CWHvh3/101,B5
BECv10,CWHvh3,CWHvh3/101,B4
BECv10,CWHvh3,CWHvh3/101,B3
BECv10,CWHvh3,CWHvh3/101,A5
BECv10,CWHvh3,CWHvh3/101,A4
BECv10,CWHvh3,CWHvh3/101,A3
BEC11,CWHvh3,CWHvh3/101a,C5
BEC11,CWHvh3,CWHvh3/101a,C4
BEC11,CWHvh3,CWHvh3/101a,B5
BEC11,CWHvh3,CWHvh3/101a,B4
BEC11,CWHvh3,CWHvh3/101a,B3
BEC11,CWHvh3,CWHvh3/101a,A5
BEC11,CWHvh3,CWHvh3/101a,A4
BEC11,CWHvh3,CWHvh3/101a,A3
BEC11,CWHvh3,CWHvh3/101b,B4
BEC11,CWHvh3,CWHvh3/101b,B3
BEC11,CWHvh3,CWHvh3/101b,A4
BEC11,CWHvh3,CWHvh3/101b,A3
BEC11,CWHvh3,CWHvh3/101c,C5
BEC11,CWHvh3,CWHvh3/101c,B5
BEC11,CWHvh3,CWHvh3/101c,B4
BEC11,CWHvh3,CWHvh3/101c,A5
BEC11,CWHvh3,CWHvh3/101c,A4
BECv10,CWHvh3,CWHvh3/102,B2
BECv10,CWHvh3,CWHvh3/102,B1
BECv10,CWHvh3,CWHvh3/102,B0
BECv10,CWHvh3,CWHvh3/102,A2
BECv10,CWHvh3,CWHvh3/102,A1
BECv10,CWHvh3,CWHvh3/102,A0
BECv10,CWHvh3,CWHvh3/103,C2
BECv10,CWHvh3,CWHvh3/103,C1
BECv10,CWHvh3,CWHvh3/103,C0
BECv10,CWHvh3,CWHvh3/103,B2
BECv10,CWHvh3,CWHvh3/103,B1
BECv10,CWHvh3,CWHvh3/103,B0
BECv10,CWHvh3,CWHvh3/103,A2
BECv10,CWHvh3,CWHvh3/103,A1
BECv10,CWHvh3,CWHvh3/103,A0
BEC11,CWHvh3,CWHvh3/103.1,C2
BEC11,CWHvh3,CWHvh3/103.1,C1
BEC11,CWHvh3,CWHvh3/103.1,C0
BEC11,CWHvh3,CWHvh3/103.1,B2
BEC11,CWHvh3,CWHvh3/103.1,B1
BEC11,CWHvh3,CWHvh3/103.1,B0
BEC11,CWHvh3,CWHvh3/103.1,A2
BEC11,CWHvh3,CWHvh3/103.1,A1
BEC11,CWHvh3,CWHvh3/103.1,A0
BEC11,CWHvh3,CWHvh3/103.2,C2
BEC11,CWHvh3,CWHvh3/103.2,C1
BEC11,CWHvh3,CWHvh3/103.2,C0
BEC11,CWHvh3,CWHvh3/103.2,B2
BEC11,CWHvh3,CWHvh3/103.2,B1
BEC11,CWHvh3,CWHvh3/103.2,B0
BEC11,CWHvh3,CWHvh3/103.2,A2
BEC11,CWHvh3,CWHvh3/103.2,A1
BEC11,CWHvh3,CWHvh3/103.2,A0
BECv10,CWHvh3,CWHvh3/104,C3
BECv10,CWHvh3,CWHvh3/104,C2
BECv10,CWHvh3,CWHvh3/104,B3
BECv10,CWHvh3,CWHvh3/104,B2
BECv10,CWHvh3,CWHvh3/104,A3
BECv10,CWHvh3,CWHvh3/104,A2
BECv10,CWHvh3,CWHvh3/105,D3
BECv10,CWHvh3,CWHvh3/105,D2
BECv10,CWHvh3,CWHvh3/105,C3
BECv10,CWHvh3,CWHvh3/105,C2
BECv10,CWHvh3,CWHvh3/105a,D3
BECv10,CWHvh3,CWHvh3/105a,D2
BECv10,CWHvh3,CWHvh3/105a,C3
BECv10,CWHvh3,CWHvh3/105a,C2
BECv10,CWHvh3,CWHvh3/105b,D3
BECv10,CWHvh3,CWHvh3/105b,D2
BECv10,CWHvh3,CWHvh3/105b,C3
BECv10,CWHvh3,CWHvh3/105b,C2
BECv10,CWHvh3,CWHvh3/106,E3
BECv10,CWHvh3,CWHvh3/106,E2
BECv10,CWHvh3,CWHvh3/106,D3
BECv10,CWHvh3,CWHvh3/106,D2
BECv10,CWHvh3,CWHvh3/106a,E3
BECv10,CWHvh3,CWHvh3/106a,E2
BECv10,CWHvh3,CWHvh3/106a,D3
BECv10,CWHvh3,CWHvh3/106a,D2
BECv10,CWHvh3,CWHvh3/106b,D3
BECv10,CWHvh3,CWHvh3/106b,D2
BECv10,CWHvh3,CWHvh3/106c,E3
BECv10,CWHvh3,CWHvh3/106c,E2
BECv10,CWHvh3,CWHvh3/106c,D3
BECv10,CWHvh3,CWHvh3/106c,D2
BECv10,CWHvh3,CWHvh3/110,E4
BECv10,CWHvh3,CWHvh3/110,D4
BECv10,CWHvh3,CWHvh3/110a,E4
BECv10,CWHvh3,CWHvh3/110a,D4
BECv10,CWHvh3,CWHvh3/110b,E4
BECv10,CWHvh3,CWHvh3/110b,D4
BECv10,CWHvh3,CWHvh3/110c,E4
BECv10,CWHvh3,CWHvh3/110c,D4
BECv10,CWHvh3,CWHvh3/111,E4
BECv10,CWHvh3,CWHvh3/111,D4
BECv10,CWHvh3,CWHvh3/112,E5
BECv10,CWHvh3,CWHvh3/112,E4
BECv10,CWHvh3,CWHvh3/112,D5
BECv10,CWHvh3,CWHvh3/112,D4
BECv10,CWHvh3,CWHvh3/113,E5
BECv10,CWHvh3,CWHvh3/113,D5
BECv10,CWHvh3,CWHvh3/114,E5
BECv10,CWHvh3,CWHvh3/114,D5
BECv10,CWHvh3,CWHvh3/115,C6
BECv10,CWHvh3,CWHvh3/115,C5
BECv10,CWHvh3,CWHvh3/115,B6
BECv10,CWHvh3,CWHvh3/115,B5
BECv10,CWHvh3,CWHvh3/115,A6
BECv10,CWHvh3,CWHvh3/115,A5
BECv10,CWHvh3,CWHvh3/116,E6
BECv10,CWHvh3,CWHvh3/116,D6
BECv10,CWHvh3,CWHvh3/117,E7
BECv10,CWHvh3,CWHvh3/117,E6
BECv10,CWHvh3,CWHvh3/117,D7
BECv10,CWHvh3,CWHvh3/117,D6
BEC11,CWHvh3,CWHvh3/117a,E6
BEC11,CWHvh3,CWHvh3/117a,D6
BEC11,CWHvh3,CWHvh3/117b,E7
BEC11,CWHvh3,CWHvh3/117b,D7
BECv10,CWHvh3,CWHvh3/Wb53,B7
BECv10,CWHvh3,CWHvh3/Wb53,A7
USA_2019,CWHvm_OR,CWHvm_OR/101,D4
USA_2019,CWHvm_OR,CWHvm_OR/101,D3
USA_2019,CWHvm_OR,CWHvm_OR/101,C4
USA_2019,CWHvm_OR,CWHvm_OR/101,C3
USA_2019,CWHvm_OR,CWHvm_OR/101,B4
USA_2019,CWHvm_OR,CWHvm_OR/101,B3
USA_2019,CWHvm_OR,CWHvm_OR/102,D1
USA_2019,CWHvm_OR,CWHvm_OR/102,C1
USA_2019,CWHvm_OR,CWHvm_OR/102,B1
USA_2019,CWHvm_OR,CWHvm_OR/102,A1
USA_2019,CWHvm_OR,CWHvm_OR/103,D2
USA_2019,CWHvm_OR,CWHvm_OR/103,C2
USA_2019,CWHvm_OR,CWHvm_OR/103,B2
USA_2019,CWHvm_OR,CWHvm_OR/103,A2
USA_2019,CWHvm_OR,CWHvm_OR/110,C5
USA_2019,CWHvm_OR,CWHvm_OR/110,B5
USA_2019,CWHvm_OR,CWHvm_OR/111,C6
USA_2019,CWHvm_OR,CWHvm_OR/111,B6
USA_2019,CWHvm_OR,CWHvm_OR/112,E5
USA_2019,CWHvm_OR,CWHvm_OR/112,D5
USA_2019,CWHvm_OR,CWHvm_OR/113,E6
USA_2019,CWHvm_OR,CWHvm_OR/113,D6
Add_2021,CWHvm_OR,CWHvm_OR/Ro,A0
Add_2021,CWHvm_OR,CWHvm_OR/Ro,B0
USA_2019,CWHvm_WA,CWHvm_WA/101,D4
USA_2019,CWHvm_WA,CWHvm_WA/101,D3
USA_2019,CWHvm_WA,CWHvm_WA/101,C4
USA_2019,CWHvm_WA,CWHvm_WA/101,C3
USA_2019,CWHvm_WA,CWHvm_WA/101,B4
USA_2019,CWHvm_WA,CWHvm_WA/101,B3
USA_2019,CWHvm_WA,CWHvm_WA/102,D1
USA_2019,CWHvm_WA,CWHvm_WA/102,C1
USA_2019,CWHvm_WA,CWHvm_WA/102,B1
USA_2019,CWHvm_WA,CWHvm_WA/102,A1
USA_2019,CWHvm_WA,CWHvm_WA/103,D2
USA_2019,CWHvm_WA,CWHvm_WA/103,C2
USA_2019,CWHvm_WA,CWHvm_WA/103,B2
USA_2019,CWHvm_WA,CWHvm_WA/103,A2
USA_2019,CWHvm_WA,CWHvm_WA/110,C5
USA_2019,CWHvm_WA,CWHvm_WA/110,B5
USA_2019,CWHvm_WA,CWHvm_WA/111,C6
USA_2019,CWHvm_WA,CWHvm_WA/111,B6
USA_2019,CWHvm_WA,CWHvm_WA/112,E5
USA_2019,CWHvm_WA,CWHvm_WA/112,D5
USA_2019,CWHvm_WA,CWHvm_WA/113,E6
USA_2019,CWHvm_WA,CWHvm_WA/113,D6
Add_2021,CWHvm_WA,CWHvm_WA/Ro,A0
Add_2021,CWHvm_WA,CWHvm_WA/Ro,B0
BECv10,CWHvm1,CWHvm1/01,C4
BECv10,CWHvm1,CWHvm1/01,C3
BECv10,CWHvm1,CWHvm1/01,B4
BECv10,CWHvm1,CWHvm1/01,B3
BECv10,CWHvm1,CWHvm1/01,A4
BECv10,CWHvm1,CWHvm1/01,A3
BECv10,CWHvm1,CWHvm1/01a,C4
BECv10,CWHvm1,CWHvm1/01a,C3
BECv10,CWHvm1,CWHvm1/01a,B4
BECv10,CWHvm1,CWHvm1/01a,B3
BECv10,CWHvm1,CWHvm1/01a,A4
BECv10,CWHvm1,CWHvm1/01a,A3
BECv10,CWHvm1,CWHvm1/01b,C4
BECv10,CWHvm1,CWHvm1/01b,C3
BECv10,CWHvm1,CWHvm1/01b,B4
BECv10,CWHvm1,CWHvm1/01b,B3
BECv10,CWHvm1,CWHvm1/01b,A4
BECv10,CWHvm1,CWHvm1/01b,A3
BECv10,CWHvm1,CWHvm1/02,C0
BECv10,CWHvm1,CWHvm1/02,B0
BECv10,CWHvm1,CWHvm1/02,A0
BECv10,CWHvm1,CWHvm1/03,C2
BECv10,CWHvm1,CWHvm1/03,C1
BECv10,CWHvm1,CWHvm1/03,B2
BECv10,CWHvm1,CWHvm1/03,B1
BECv10,CWHvm1,CWHvm1/03,A2
BECv10,CWHvm1,CWHvm1/03,A1
BECv10,CWHvm1,CWHvm1/04,E2
BECv10,CWHvm1,CWHvm1/04,E1
BECv10,CWHvm1,CWHvm1/04,D2
BECv10,CWHvm1,CWHvm1/04,D1
BECv10,CWHvm1,CWHvm1/05,E4
BECv10,CWHvm1,CWHvm1/05,E3
BECv10,CWHvm1,CWHvm1/05,D4
BECv10,CWHvm1,CWHvm1/05,D3
BECv10,CWHvm1,CWHvm1/06,C6
BECv10,CWHvm1,CWHvm1/06,C5
BECv10,CWHvm1,CWHvm1/06,B6
BECv10,CWHvm1,CWHvm1/06,B5
BECv10,CWHvm1,CWHvm1/06,A6
BECv10,CWHvm1,CWHvm1/06,A5
BECv10,CWHvm1,CWHvm1/06a,C6
BECv10,CWHvm1,CWHvm1/06a,C5
BECv10,CWHvm1,CWHvm1/06a,B6
BECv10,CWHvm1,CWHvm1/06a,B5
BECv10,CWHvm1,CWHvm1/06a,A6
BECv10,CWHvm1,CWHvm1/06a,A5
BECv10,CWHvm1,CWHvm1/06b,C6
BECv10,CWHvm1,CWHvm1/06b,C5
BECv10,CWHvm1,CWHvm1/06b,B6
BECv10,CWHvm1,CWHvm1/06b,B5
BECv10,CWHvm1,CWHvm1/06b,A6
BECv10,CWHvm1,CWHvm1/06b,A5
BECv10,CWHvm1,CWHvm1/07,E6
BECv10,CWHvm1,CWHvm1/07,E5
BECv10,CWHvm1,CWHvm1/07,D6
BECv10,CWHvm1,CWHvm1/07,D5
BECv10,CWHvm1,CWHvm1/08,E6
BECv10,CWHvm1,CWHvm1/08,E5
BECv10,CWHvm1,CWHvm1/08,D6
BECv10,CWHvm1,CWHvm1/08,D5
BECv10,CWHvm1,CWHvm1/09,E6
BECv10,CWHvm1,CWHvm1/09,E5
BECv10,CWHvm1,CWHvm1/09,E4
BECv10,CWHvm1,CWHvm1/09,E3
BECv10,CWHvm1,CWHvm1/09,D6
BECv10,CWHvm1,CWHvm1/09,D5
BECv10,CWHvm1,CWHvm1/09,D4
BECv10,CWHvm1,CWHvm1/09,D3
BECv10,CWHvm1,CWHvm1/10,E6
BECv10,CWHvm1,CWHvm1/10,E5
BECv10,CWHvm1,CWHvm1/10,D6
BECv10,CWHvm1,CWHvm1/10,D5
BECv10,CWHvm1,CWHvm1/11,E7
BECv10,CWHvm1,CWHvm1/11,D7
BECv10,CWHvm1,CWHvm1/12,C6
BECv10,CWHvm1,CWHvm1/12,B6
BECv10,CWHvm1,CWHvm1/12,A6
BECv10,CWHvm1,CWHvm1/12,A5
BECv10,CWHvm1,CWHvm1/13,B7
BECv10,CWHvm1,CWHvm1/13,A7
BECv10,CWHvm1,CWHvm1/14,E7
BECv10,CWHvm1,CWHvm1/14,D7
BECv10,CWHvm1,CWHvm1/14,C7
BECv10,CWHvm2,CWHvm2/01,C4
BECv10,CWHvm2,CWHvm2/01,C3
BECv10,CWHvm2,CWHvm2/01,B4
BECv10,CWHvm2,CWHvm2/01,B3
BECv10,CWHvm2,CWHvm2/01,A4
BECv10,CWHvm2,CWHvm2/01,A3
BECv10,CWHvm2,CWHvm2/01a,C4
BECv10,CWHvm2,CWHvm2/01a,C3
BECv10,CWHvm2,CWHvm2/01a,B4
BECv10,CWHvm2,CWHvm2/01a,B3
BECv10,CWHvm2,CWHvm2/01a,A4
BECv10,CWHvm2,CWHvm2/01a,A3
BECv10,CWHvm2,CWHvm2/01b,C4
BECv10,CWHvm2,CWHvm2/01b,C3
BECv10,CWHvm2,CWHvm2/01b,B4
BECv10,CWHvm2,CWHvm2/01b,B3
BECv10,CWHvm2,CWHvm2/01b,A4
BECv10,CWHvm2,CWHvm2/01b,A3
BECv10,CWHvm2,CWHvm2/02,C0
BECv10,CWHvm2,CWHvm2/02,B0
BECv10,CWHvm2,CWHvm2/02,A0
BECv10,CWHvm2,CWHvm2/03,C2
BECv10,CWHvm2,CWHvm2/03,C1
BECv10,CWHvm2,CWHvm2/03,B2
BECv10,CWHvm2,CWHvm2/03,B1
BECv10,CWHvm2,CWHvm2/03,A2
BECv10,CWHvm2,CWHvm2/03,A1
BECv10,CWHvm2,CWHvm2/04,E2
BECv10,CWHvm2,CWHvm2/04,E1
BECv10,CWHvm2,CWHvm2/04,D2
BECv10,CWHvm2,CWHvm2/04,D1
BECv10,CWHvm2,CWHvm2/05,E4
BECv10,CWHvm2,CWHvm2/05,E3
BECv10,CWHvm2,CWHvm2/05,D4
BECv10,CWHvm2,CWHvm2/05,D3
BECv10,CWHvm2,CWHvm2/06,C5
BECv10,CWHvm2,CWHvm2/06,B5
BECv10,CWHvm2,CWHvm2/06,A5
BECv10,CWHvm2,CWHvm2/07,E6
BECv10,CWHvm2,CWHvm2/07,E5
BECv10,CWHvm2,CWHvm2/07,D6
BECv10,CWHvm2,CWHvm2/07,D5
BECv10,CWHvm2,CWHvm2/08,E6
BECv10,CWHvm2,CWHvm2/08,E5
BECv10,CWHvm2,CWHvm2/08,D6
BECv10,CWHvm2,CWHvm2/08,D5
BECv10,CWHvm2,CWHvm2/09,C6
BECv10,CWHvm2,CWHvm2/09,B6
BECv10,CWHvm2,CWHvm2/09,A6
BECv10,CWHvm2,CWHvm2/09,A5
BECv10,CWHvm2,CWHvm2/10,B7
BECv10,CWHvm2,CWHvm2/10,A7
BECv10,CWHvm2,CWHvm2/11,E7
BECv10,CWHvm2,CWHvm2/11,D7
BECv10,CWHvm2,CWHvm2/11,C7
USA_2019,CWHwh_WA,CWHwh_WA/101,D4
USA_2019,CWHwh_WA,CWHwh_WA/101,D3
USA_2019,CWHwh_WA,CWHwh_WA/101,C4
USA_2019,CWHwh_WA,CWHwh_WA/101,C3
USA_2019,CWHwh_WA,CWHwh_WA/101,B4
USA_2019,CWHwh_WA,CWHwh_WA/101,B3
USA_2019,CWHwh_WA,CWHwh_WA/102,D1
USA_2019,CWHwh_WA,CWHwh_WA/102,C1
USA_2019,CWHwh_WA,CWHwh_WA/102,B1
USA_2019,CWHwh_WA,CWHwh_WA/102,A1
USA_2019,CWHwh_WA,CWHwh_WA/103,D2
USA_2019,CWHwh_WA,CWHwh_WA/103,C2
USA_2019,CWHwh_WA,CWHwh_WA/103,B2
USA_2019,CWHwh_WA,CWHwh_WA/103,A2
USA_2019,CWHwh_WA,CWHwh_WA/110,C5
USA_2019,CWHwh_WA,CWHwh_WA/110,B5
USA_2019,CWHwh_WA,CWHwh_WA/111,C6
USA_2019,CWHwh_WA,CWHwh_WA/111,B6
USA_2019,CWHwh_WA,CWHwh_WA/112,E5
USA_2019,CWHwh_WA,CWHwh_WA/112,D5
USA_2019,CWHwh_WA,CWHwh_WA/113,E6
USA_2019,CWHwh_WA,CWHwh_WA/113,D6
Add_2021,CWHwh_WA,CWHwh_WA/Ro,A0
Add_2021,CWHwh_WA,CWHwh_WA/Ro,B0
BECv10,CWHwh1,CWHwh1/101,C5
BECv10,CWHwh1,CWHwh1/101,C4
BECv10,CWHwh1,CWHwh1/101,C3
BECv10,CWHwh1,CWHwh1/101,B4
BECv10,CWHwh1,CWHwh1/101,B3
BECv10,CWHwh1,CWHwh1/101a,C4
BECv10,CWHwh1,CWHwh1/101a,C3
BECv10,CWHwh1,CWHwh1/101a,B4
BECv10,CWHwh1,CWHwh1/101a,B3
BECv10,CWHwh1,CWHwh1/101b,C5
BECv10,CWHwh1,CWHwh1/102,C3
BECv10,CWHwh1,CWHwh1/102,C2
BECv10,CWHwh1,CWHwh1/102,C1
BECv10,CWHwh1,CWHwh1/102,B2
BECv10,CWHwh1,CWHwh1/102,B1
BECv10,CWHwh1,CWHwh1/102,A3
BECv10,CWHwh1,CWHwh1/102,A2
BECv10,CWHwh1,CWHwh1/102,A1
BECv10,CWHwh1,CWHwh1/102,A0
BECv10,CWHwh1,CWHwh1/103,C2
BECv10,CWHwh1,CWHwh1/103,C1
BECv10,CWHwh1,CWHwh1/103,C0
BECv10,CWHwh1,CWHwh1/103,B2
BECv10,CWHwh1,CWHwh1/103,B1
BECv10,CWHwh1,CWHwh1/103,B0
BECv10,CWHwh1,CWHwh1/103,A2
BECv10,CWHwh1,CWHwh1/103,A1
BEC11,CWHwh1,CWHwh1/103.1,C2
BEC11,CWHwh1,CWHwh1/103.1,C1
BEC11,CWHwh1,CWHwh1/103.1,C0
BEC11,CWHwh1,CWHwh1/103.1,B2
BEC11,CWHwh1,CWHwh1/103.1,B1
BEC11,CWHwh1,CWHwh1/103.1,B0
BEC11,CWHwh1,CWHwh1/103.1,A2
BEC11,CWHwh1,CWHwh1/103.1,A1
BEC11,CWHwh1,CWHwh1/103.1,A0
BEC11,CWHwh1,CWHwh1/103.2,C2
BEC11,CWHwh1,CWHwh1/103.2,C1
BEC11,CWHwh1,CWHwh1/103.2,C0
BEC11,CWHwh1,CWHwh1/103.2,B2
BEC11,CWHwh1,CWHwh1/103.2,B1
BEC11,CWHwh1,CWHwh1/103.2,B0
BEC11,CWHwh1,CWHwh1/103.2,A2
BEC11,CWHwh1,CWHwh1/103.2,A1
BEC11,CWHwh1,CWHwh1/103.2,A0
BECv10,CWHwh1,CWHwh1/104,C3
BECv10,CWHwh1,CWHwh1/104,C2
BECv10,CWHwh1,CWHwh1/104,B3
BECv10,CWHwh1,CWHwh1/104,B2
BECv10,CWHwh1,CWHwh1/104,A3
BECv10,CWHwh1,CWHwh1/104,A2
BECv10,CWHwh1,CWHwh1/105,E3
BECv10,CWHwh1,CWHwh1/105,E2
BECv10,CWHwh1,CWHwh1/105,D3
BECv10,CWHwh1,CWHwh1/105,D2
BECv10,CWHwh1,CWHwh1/105a,E3
BECv10,CWHwh1,CWHwh1/105a,E2
BECv10,CWHwh1,CWHwh1/105a,D3
BECv10,CWHwh1,CWHwh1/105a,D2
BECv10,CWHwh1,CWHwh1/105b,E3
BECv10,CWHwh1,CWHwh1/105b,E2
BECv10,CWHwh1,CWHwh1/105b,D3
BECv10,CWHwh1,CWHwh1/105b,D2
BECv10,CWHwh1,CWHwh1/110,B5
BECv10,CWHwh1,CWHwh1/110,A5
BECv10,CWHwh1,CWHwh1/110,A4
BECv10,CWHwh1,CWHwh1/110a,B5
BECv10,CWHwh1,CWHwh1/110a,A5
BECv10,CWHwh1,CWHwh1/110a,A4
BECv10,CWHwh1,CWHwh1/110b,B5
BECv10,CWHwh1,CWHwh1/110b,A5
BECv10,CWHwh1,CWHwh1/111,E5
BECv10,CWHwh1,CWHwh1/111,E4
BECv10,CWHwh1,CWHwh1/111,D5
BECv10,CWHwh1,CWHwh1/111,D4
BECv10,CWHwh1,CWHwh1/111a,E5
BECv10,CWHwh1,CWHwh1/111a,E4
BECv10,CWHwh1,CWHwh1/111a,D5
BECv10,CWHwh1,CWHwh1/111a,D4
BECv10,CWHwh1,CWHwh1/111b,E5
BECv10,CWHwh1,CWHwh1/111b,E4
BECv10,CWHwh1,CWHwh1/111b,D5
BECv10,CWHwh1,CWHwh1/111b,D4
BECv10,CWHwh1,CWHwh1/111c,E5
BECv10,CWHwh1,CWHwh1/111c,E4
BECv10,CWHwh1,CWHwh1/111c,D5
BECv10,CWHwh1,CWHwh1/111c,D4
BECv10,CWHwh1,CWHwh1/112,E4
BECv10,CWHwh1,CWHwh1/112,D4
BECv10,CWHwh1,CWHwh1/113,E5
BECv10,CWHwh1,CWHwh1/113,E4
BECv10,CWHwh1,CWHwh1/113,D5
BECv10,CWHwh1,CWHwh1/113,D4
BECv10,CWHwh1,CWHwh1/114,E5
BECv10,CWHwh1,CWHwh1/114,D5
BECv10,CWHwh1,CWHwh1/115,B6
BECv10,CWHwh1,CWHwh1/115,A6
BECv10,CWHwh1,CWHwh1/116,E6
BECv10,CWHwh1,CWHwh1/116,D6
BECv10,CWHwh1,CWHwh1/117,E6
BECv10,CWHwh1,CWHwh1/117,D6
BECv10,CWHwh1,CWHwh1/118,E7
BECv10,CWHwh1,CWHwh1/118,E6
BECv10,CWHwh1,CWHwh1/118,D7
BECv10,CWHwh1,CWHwh1/118,D6
BECv10,CWHwh1,CWHwh1/118,C7
BECv10,CWHwh1,CWHwh1/118,C6
BEC11,CWHwh1,CWHwh1/118a,E6
BEC11,CWHwh1,CWHwh1/118a,D6
BEC11,CWHwh1,CWHwh1/118a,C6
BEC11,CWHwh1,CWHwh1/118b,E7
BEC11,CWHwh1,CWHwh1/118b,D7
BEC11,CWHwh1,CWHwh1/118b,C7
BECv10,CWHwh1,CWHwh1/Wb51,B7
BECv10,CWHwh1,CWHwh1/Wb51,A7
BECv10,CWHwh2,CWHwh2/101,C5
BECv10,CWHwh2,CWHwh2/101,C4
BECv10,CWHwh2,CWHwh2/101,C3
BECv10,CWHwh2,CWHwh2/101,C2
BECv10,CWHwh2,CWHwh2/101,C1
BECv10,CWHwh2,CWHwh2/101,B5
BECv10,CWHwh2,CWHwh2/101,B4
BECv10,CWHwh2,CWHwh2/101,B3
BECv10,CWHwh2,CWHwh2/101,B2
BECv10,CWHwh2,CWHwh2/101,B1
BECv10,CWHwh2,CWHwh2/101,A5
BECv10,CWHwh2,CWHwh2/101,A4
BECv10,CWHwh2,CWHwh2/101,A3
BECv10,CWHwh2,CWHwh2/101,A2
BECv10,CWHwh2,CWHwh2/101,A1
BEC11,CWHwh2,CWHwh2/101a,C4
BEC11,CWHwh2,CWHwh2/101a,C3
BEC11,CWHwh2,CWHwh2/101a,B4
BEC11,CWHwh2,CWHwh2/101a,B3
BEC11,CWHwh2,CWHwh2/101a,A4
BEC11,CWHwh2,CWHwh2/101a,A3
BEC11,CWHwh2,CWHwh2/101b,C2
BEC11,CWHwh2,CWHwh2/101b,C1
BEC11,CWHwh2,CWHwh2/101b,B2
BEC11,CWHwh2,CWHwh2/101b,B1
BEC11,CWHwh2,CWHwh2/101b,A2
BEC11,CWHwh2,CWHwh2/101b,A1
BEC11,CWHwh2,CWHwh2/101c,C5
BEC11,CWHwh2,CWHwh2/101c,B5
BEC11,CWHwh2,CWHwh2/101c,A5
BECv10,CWHwh2,CWHwh2/110,E5
BECv10,CWHwh2,CWHwh2/110,E4
BECv10,CWHwh2,CWHwh2/110,D5
BECv10,CWHwh2,CWHwh2/110,D4
BECv10,CWHwh2,CWHwh2/111,C6
BECv10,CWHwh2,CWHwh2/111,B6
BECv10,CWHwh2,CWHwh2/111,A6
BECv10,CWHwh2,CWHwh2/112,E7
BECv10,CWHwh2,CWHwh2/112,E6
BECv10,CWHwh2,CWHwh2/112,D7
BECv10,CWHwh2,CWHwh2/112,D6
BECv10,CWHwh2,CWHwh2/112,C7
BEC11,CWHwh2,CWHwh2/112a,E6
BEC11,CWHwh2,CWHwh2/112a,D6
BEC11,CWHwh2,CWHwh2/112b,E7
BEC11,CWHwh2,CWHwh2/112b,D7
BEC11,CWHwh2,CWHwh2/112b,C7
Add_2021,CWHwh2,CWHwh2/Ro,A0
Add_2021,CWHwh2,CWHwh2/Ro,B0
BECv10,CWHwm,CWHwm/01,C5
BECv10,CWHwm,CWHwm/01,C4
BECv10,CWHwm,CWHwm/01,C3
BECv10,CWHwm,CWHwm/01,B5
BECv10,CWHwm,CWHwm/01,B4
BECv10,CWHwm,CWHwm/01,B3
BECv10,CWHwm,CWHwm/01a,C5
